City,Car Name,Price,Mileage,Fuel Type,Transmission,Car URL,Year
New Delhi,Mahindra XUV500 W11 BSIV,1065000.0,73000.0,Diesel,Manual,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w11-bsiv-cars-New-Delhi_e8c5c13e-db90-4d2d-881a-70bcf9b5b845.htm?adId=4005&adType=41,2019
New Delhi,Kia Carnival Premium,2350000.0,55000.0,Diesel,Automatic,https://www.cardekho.com/used-car-details/used-Kia-carnival-premium-cars-New-Delhi_c310ff0c-feaa-4e31-8a22-f534000b80bb.htm,2021
New Delhi,Mercedes-Benz S-Class S 350 d,3590000.0,62000.0,Diesel,Automatic,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s-350-d-cars-New-Delhi_4042b956-792e-434a-88ba-051298078909.htm,2016
New Delhi,Kia Carnival Premium,2045000.0,89000.0,Diesel,Automatic,https://www.cardekho.com/used-car-details/used-Kia-carnival-premium-cars-New-Delhi_7b498ef8-d718-499a-9f4b-3a15407a8e01.htm,2020
New Delhi,Audi A6 45 TFSI Premium Plus BSVI,4100000.0,79310.0,Petrol,Automatic,https://www.cardekho.com/used-car-details/used-Audi-a6-45-tfsi-premium-plus-bsvi-cars-New-Delhi_7891c6d3-58ec-4e36-823b-4f3c1ceea510.htm?adId=2245&adType=41,2020
New Delhi,Hyundai Verna 1.6 VTVT SX,475000.0,58000.0,Petrol,Manual,https://www.cardekho.com/used-car-details/used-Hyundai-verna-16-vtvt-sx-cars-New-Delhi_a3ebee73-54ab-4626-afda-238c980b88f5.htm,2016
New Delhi,Honda City V MT,675000.0,95000.0,Petrol,Manual,https://www.cardekho.com/used-car-details/used-Honda-city-v-mt-cars-New-Delhi_a29e3233-0d39-46d2-9870-796027f860ce.htm,2019
New Delhi,Mahindra XUV500 W11 AT BSIV,1250000.0,35000.0,Diesel,Automatic,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w11-at-bsiv-cars-New-Delhi_c4bdba2f-0759-4870-8aca-6c454027a5e6.htm,2019
New Delhi,Audi A6 35 TFSI,1500000.0,77570.0,Petrol,Automatic,https://www.cardekho.com/used-car-details/used-Audi-a6-35-tfsi-cars-New-Delhi_132150c8-f8d0-4c1e-9688-eccb96ba242c.htm?adId=1840&adType=41,2015
New Delhi,BMW X1 sDrive 20d xLine,2290000.0,66000.0,Diesel,Automatic,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive-20d-xline-cars-New-Delhi_030ab5d2-05f6-4ada-8d7e-e9ce7f7550c1.htm,2018
