City,Car Name,Price,Year,Mileage,Fuel Type,Transmission,Car URL
New Delhi,2023 BMW iX xDrive40,"₹88 Lakh
Compare","15,940 kms",Electric,Automatic,N/A,https://www.cardekho.com/used-maruti+cars+in+new-delhi
New Delhi,2023 BMW iX xDrive40,"₹88 Lakh
Compare","15,940 kms",Electric,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-ix-xdrive40-cars-Gurgaon_0b21df1e-43bf-4b59-b44d-6dfe3b3b0607.htm?adId=3868&adType=1
New Delhi,2023 Kia Seltos GTX Plus,"₹15.50 Lakh
Compare","14,100 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-gtx-plus-cars-New-Delhi_ca1fbe14-a2cd-40d1-bba9-0289050ccb91.htm?adId=2326&adType=41
New Delhi,2024 Toyota Rumion V AT,"₹13 Lakh
Compare","8,100 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Toyota-rumion-v-at-cars-New-Delhi_f466de5f-bd3a-45e5-9cad-aab5515bdaf2.htm
New Delhi,Under ₹2 Lakh,Price not available,N/A,N/A,N/A,N/A,https://www.cardekho.com/used-cars+0-lakh-to-2-lakh+in+new-delhi
New Delhi,2024 Maruti Alto K10 VXi S-CNG BSVI,"₹5.75 Lakh
Compare","21,000 kms",CNG,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-alto-k10-vxi-s-cng-bsvi-cars-New-Delhi_431a5dae-436b-400f-a81f-681652e49e99.htm
New Delhi,2016 Ford Ecosport 1.5 Diesel Trend,"₹3.95 Lakh
Compare","71,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Ford-ecosport-15-diesel-trend-cars-New-Delhi_a7eb031c-9e09-4709-927e-611304b974d7.htm
New Delhi,2017 Mahindra XUV500 W4,"₹5.75 Lakh
Compare","73,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w4-cars-New-Delhi_d730b82e-ad7e-4cbb-ac07-44586bfa9444.htm?adId=3210&adType=41
New Delhi,2017 Mahindra Scorpio S6 Plus 7 Seater,"₹7.25 Lakh
Compare","91,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-s6-plus-7-seater-cars-New-Delhi_2f7345a2-9853-4d17-b4e6-62fc7954ab5e.htm
New Delhi,2022 Mahindra XUV700 AX7 Diesel AT BSVI,"₹23 Lakh
Compare","34,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-diesel-at-bsvi-cars-New-Delhi_c94ede13-bb12-4cd9-8135-90853f97fef6.htm
New Delhi,2022 Toyota Innova Crysta 2.4 ZX 7 STR,"₹25.90 Lakh
Compare","19,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-24-zx-7-str-cars-New-Delhi_c355ca48-f635-4d1a-816d-320f86c074fd.htm
New Delhi,"Budget Cars
₹2 Lakh-₹5 Lakh",Price not available,N/A,N/A,N/A,N/A,https://www.cardekho.com/used-cars+2-lakh-to-5-lakh+in+new-delhi
New Delhi,2016 Mercedes-Benz C-Class C 220 CDI Avantgarde,"₹16.50 Lakh
Compare","97,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-c-220-cdi-avantgarde-cars-New-Delhi_5e2022d2-8e19-4eb3-ac10-3ac30ea2e535.htm?adId=4100&adType=41
New Delhi,2014 Mercedes-Benz S-Class S 500 L,"₹42.90 Lakh
Compare","80,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s-500-l-cars-New-Delhi_2539240f-568a-4e22-aa0c-af66e1725c03.htm
New Delhi,2022 Maruti Ertiga ZXI CNG,"₹10.65 Lakh
Compare","60,000 kms",CNG,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-zxi-cng-cars-New-Delhi_41864a1a-42e5-49db-a2c2-b4de212cece9.htm
New Delhi,2018 Jeep Compass 2.0 Sport,"₹11.80 Lakh
Compare","42,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-sport-cars-New-Delhi_4d3302f0-63a7-4e8c-ab24-63e9582c58b8.htm
New Delhi,2017 BMW 3 Series GT Luxury Line,"₹17.95 Lakh
Compare","78,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-luxury-line-cars-New-Delhi_dc460f77-80a1-43b5-af3b-c0ae8aa2c408.htm?adId=4092&adType=41
New Delhi,2017 Mercedes-Benz CLA 200 CDI Sport,"₹18.50 Lakh
Compare","45,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-cla-200-cdi-sport-cars-New-Delhi_e59884d7-6cf2-44fb-ad80-b33bb845341a.htm
New Delhi,SUV,Price not available,N/A,N/A,N/A,N/A,https://www.cardekho.com/used-suv+cars+in+new-delhi
New Delhi,2021 Toyota Innova Crysta 2.4 G 7 STR,"₹19.95 Lakh
Compare","95,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-24-g-7-str-cars-New-Delhi_845c3309-abfc-4310-b6c8-3fa476c3bfac.htm
New Delhi,2017 Audi A6 35 TDI,"₹14.50 Lakh
Compare","62,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a6-35-tdi-cars-New-Delhi_b5f9b4c1-b884-4e41-aa5e-b0e3bcb475ef.htm
New Delhi,2016 Audi Q7 45 TDI Quattro Premium Plus,"₹24.50 Lakh
Compare","77,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-q7-45-tdi-quattro-premium-plus-cars-New-Delhi_9d704641-6439-4a20-8555-6d41a8369c2d.htm?adId=4102&adType=41
New Delhi,Gurgaon,Price not available,N/A,N/A,N/A,N/A,https://www.cardekho.com/used-cars+in+gurgaon
New Delhi,2018 Honda City i-VTEC V,"₹6.99 Lakh
Compare","27,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-v-cars-New-Delhi_24cfc780-8f21-4758-a0c0-3398ad0239bd.htm
New Delhi,2019 Maruti Ciaz Delta 1.5,"₹6.25 Lakh
Compare","64,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-delta-15-cars-New-Delhi_b29530ee-172d-43a3-85b3-a0cdcb940b08.htm
New Delhi,2021 Hyundai i20 Asta Turbo iMT,"₹7.20 Lakh
Compare","56,150 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-i20-asta-turbo-imt-cars-New-Delhi_09ead439-7179-4671-adff-8a01b33e5d0a.htm
New Delhi,Used Petrol Cars,Price not available,N/A,N/A,N/A,N/A,https://www.cardekho.com/used-petrol+cars+in+new-delhi
New Delhi,2016 Audi A6 35 TDI,"₹14.95 Lakh
Compare","40,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a6-35-tdi-cars-New-Delhi_0c11a93c-453b-43eb-8ac6-2a02f52b10b1.htm?adId=4097&adType=41
New Delhi,2013 Hyundai Verna 1.6 EX VTVT,"₹2.95 Lakh
Compare","80,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-verna-16-ex-vtvt-cars-New-Delhi_87402e49-5543-4e73-ad28-48456349926f.htm
New Delhi,2022 Mahindra Scorpio S5,"₹13.35 Lakh
Compare","45,120 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-s5-cars-New-Delhi_d2fbc9ee-be10-4bcd-9a93-fe1a102ef672.htm
New Delhi,Used Maruti Swift,Price not available,N/A,N/A,N/A,N/A,https://www.cardekho.com/used-maruti-swift+cars+in+new-delhi
New Delhi,2016 Volkswagen Polo GT TSI,"₹5.90 Lakh
Compare","64,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-gt-tsi-cars-New-Delhi_5a7f398a-5092-46a4-9ca5-484e6e690241.htm
New Delhi,2016 Ford Endeavour 3.2 Titanium AT 4X4,"₹16.75 Lakh
Compare","85,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Ford-endeavour-32-titanium-at-4x4-cars-New-Delhi_6502bd13-240a-4556-9d74-e34b44067acb.htm?adId=4093&adType=41
New Delhi,2020 Toyota Innova Crysta 2.4 ZX 7 STR AT,"₹18.50 Lakh
Compare","94,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-24-zx-7-str-at-cars-New-Delhi_0430f090-f94d-48d8-b35a-a8b227ad8a77.htm
New Delhi,2018 Maruti Ciaz Delta BSIV,"₹5.95 Lakh
Compare","68,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-delta-bsiv-cars-New-Delhi_5b9b771b-fc2f-4f73-a780-6d8dacefe5db.htm
New Delhi,2020 Maruti Vitara Brezza ZXI,"₹7.75 Lakh
Compare","62,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-vitara-brezza-zxi-cars-New-Delhi_1b48d373-b49d-429d-8224-c8d191a72f41.htm
New Delhi,2018 Jeep Compass 1.4 Limited Plus BSIV,"₹11.75 Lakh
Compare","78,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-plus-bsiv-cars-New-Delhi_ac0e3345-a701-461d-ae2d-b9d17b726e96.htm?adId=4075&adType=41
New Delhi,2017 Jeep Compass 1.4 Limited,"₹9.70 Lakh
Compare","75,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-cars-New-Delhi_9bcd9b49-e13b-4bb8-96d9-2b757f323852.htm
New Delhi,2021 MG Hector Sharp AT BSIV,"₹14 Lakh
Compare","45,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-at-bsiv-cars-New-Delhi_bd35a159-e02b-47c9-876a-1655b4cdc257.htm
New Delhi,2019 Lexus ES 300h Luxury,"₹43.50 Lakh
Compare","51,085 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Lexus-es-300h-luxury-cars-New-Delhi_720059e1-da10-4303-8f43-44e4339ab508.htm
New Delhi,2016 Mercedes-Benz C-Class C 220 CDI Avantgarde,"₹16.50 Lakh
Compare","97,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-c-220-cdi-avantgarde-cars-New-Delhi_5e2022d2-8e19-4eb3-ac10-3ac30ea2e535.htm?adId=4100&adType=41
New Delhi,2017 Jeep Compass 1.4 Limited,"₹9.75 Lakh
Compare","72,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-cars-New-Delhi_c799f807-6ebe-45b2-8140-d5a71a3e81f7.htm
New Delhi,2014 BMW X5 X5 M,"₹20 Lakh
Compare","22,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-x5-x5-m-cars-New-Delhi_09773b46-95af-46f8-a285-004eb7e4892d.htm
New Delhi,2017 Mercedes-Benz E-Class E 350d,"₹25 Lakh
Compare","40,100 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-e-350d-cars-New-Delhi_5c400596-3ab1-4468-a914-1afc4181210b.htm
New Delhi,2019 BMW X4 M Sport X xDrive20d,"₹39.75 Lakh
Compare","52,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-x4-m-sport-x-xdrive20d-cars-New-Delhi_ec45745e-1503-4b50-955d-bd4b5ba91a46.htm?adId=4104&adType=41
New Delhi,2016 BMW 3 Series 320i Luxury Line,"₹18.75 Lakh
Compare","67,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320i-luxury-line-cars-New-Delhi_3c1977f8-1243-4dbd-a9d2-26f6921afe91.htm
New Delhi,2016 Jeep Grand Cherokee SRT 4X4,"₹38.50 Lakh
Compare","1,16,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jeep-grand-cherokee-srt-4x4-cars-New-Delhi_8d53968c-0fe8-41fa-aa47-df5bfa841eaa.htm
New Delhi,2016 Mercedes-Benz GLA Class 200 d Sport,"₹15.25 Lakh
Compare","40,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gla-class-200-d-sport-cars-New-Delhi_d356b44f-d253-4496-9983-1f3f787101c6.htm
New Delhi,2017 BMW 3 Series GT Luxury Line,"₹17.95 Lakh
Compare","78,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-luxury-line-cars-New-Delhi_dc460f77-80a1-43b5-af3b-c0ae8aa2c408.htm?adId=4092&adType=41
New Delhi,2023 Hyundai Tucson Signature Diesel 4WD AT,"₹29.25 Lakh
Compare","40,053 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-tucson-signature-diesel-4wd-at-cars-New-Delhi_45f3cbc6-de5a-4be3-8f68-d3316438bb6f.htm
New Delhi,2019 Maruti Ciaz Delta 1.5,"₹6.25 Lakh
Compare","64,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-delta-15-cars-New-Delhi_b29530ee-172d-43a3-85b3-a0cdcb940b08.htm
New Delhi,2017 Hyundai Verna 1.6 SX VTVT,"₹5.75 Lakh
Compare","62,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-verna-16-sx-vtvt-cars-New-Delhi_09283475-88c6-4bf2-ac43-9ce778207d10.htm
New Delhi,2016 Audi Q7 45 TDI Quattro Premium Plus,"₹24.50 Lakh
Compare","77,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-q7-45-tdi-quattro-premium-plus-cars-New-Delhi_9d704641-6439-4a20-8555-6d41a8369c2d.htm?adId=4102&adType=41
New Delhi,2019 Maruti Baleno 1.2 Zeta,"₹5.74 Lakh
Compare","33,936 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-12-zeta-cars-New-Delhi_2e369ebc-7933-49d1-aa43-630a0de18b4b.htm
New Delhi,2020 Hyundai Creta 1.6 SX Automatic,"₹11.25 Lakh
Compare","20,200 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-sx-automatic-cars-New-Delhi_e1959cc0-d0cf-4c15-86c0-db22b20c8f6f.htm
New Delhi,2017 Mercedes-Benz GLE 350d,"₹29.90 Lakh
Compare","71,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gle-350d-cars-New-Delhi_4e8a8a54-d036-4fbf-b852-ad424bd10ecd.htm
New Delhi,2019 BMW X1 sDrive20d Expedition,"₹18.75 Lakh
Compare","72,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-expedition-cars-New-Delhi_647589dd-2940-40e1-b04b-8e9b2f87c854.htm?adId=4096&adType=41
New Delhi,2023 Volkswagen Taigun 1.0 TSI Comfortline BSVI,"₹10.75 Lakh
Compare","21,600 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Volkswagen-taigun-10-tsi-comfortline-bsvi-cars-New-Delhi_1025ab93-8ef5-48d2-9db8-636e5c698015.htm
New Delhi,2016 BMW 7 Series 730Ld Design Pure Excellence CBU,"₹38.90 Lakh
Compare","38,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-7-series-730ld-design-pure-excellence-cbu-cars-New-Delhi_71f3dba1-7c74-415f-8f5c-16b562ff0ff9.htm
New Delhi,2019 Audi A3 35 TFSI Premium,"₹17.75 Lakh
Compare","58,075 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a3-35-tfsi-premium-cars-New-Delhi_c6559b55-7500-4d4b-a064-e33089486173.htm
New Delhi,2022 Mahindra XUV700 AX7 AT BSVI,"₹20 Lakh
Compare","40,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-at-bsvi-cars-New-Delhi_76199594-ba3c-48e6-bdd0-30cc4742ca1a.htm?adId=4084&adType=41
New Delhi,2016 BMW 7 Series 730Ld Design Pure Excellence CBU,"₹38.90 Lakh
Compare","39,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-7-series-730ld-design-pure-excellence-cbu-cars-New-Delhi_c54c5ae1-d241-4b36-9953-ad31ac5d14cb.htm
New Delhi,2016 Land Rover Discovery Sport SD4 HSE Luxury 7S,"₹19.95 Lakh
Compare","60,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Land-rover-discovery-sport-sd4-hse-luxury-7s-cars-New-Delhi_31ac11f3-104d-433d-ba4f-a44386b559ff.htm
New Delhi,2023 Honda City VX,"₹10.87 Lakh
Compare","10,936 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Honda-city-vx-cars-New-Delhi_4b7e119d-51f7-4940-971a-b704af93d95c.htm
New Delhi,2019 Mercedes-Benz E-Class Exclusive E 220d,"₹36 Lakh
Compare","55,800 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-exclusive-e-220d-cars-New-Delhi_3d444a27-696c-490c-a6bf-55fca664deb3.htm?adId=4126&adType=41
New Delhi,2022 Renault Triber RXZ BSVI,"₹6.25 Lakh
Compare","15,500 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Renault-triber-rxz-bsvi-cars-New-Delhi_a23afa5b-690b-4506-9a52-4a0ea246034f.htm
New Delhi,2023 Tata Nexon EV Empowered Plus LR,"₹14.50 Lakh
Compare","21,000 kms",Electric,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Tata-nexon-ev-empowered-plus-lr-cars-New-Delhi_9b7d9d2d-9079-481a-b037-45ae40585970.htm
New Delhi,2025 Hyundai Verna SX IVT,"₹14.50 Lakh
Compare","1,900 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-verna-sx-ivt-cars-New-Delhi_1a8c5cbc-f436-47c6-80d3-4dab92015238.htm
New Delhi,2020 Mercedes-Benz E-Class Exclusive E 220d,"₹42.50 Lakh
Compare","37,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-exclusive-e-220d-cars-New-Delhi_dd5e80a0-a24e-474f-8b6f-1d0f4d790714.htm?adId=4099&adType=41
New Delhi,2019 Kia Seltos GTX,"₹10.82 Lakh
Compare","66,332 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-gtx-cars-New-Delhi_17077450-6143-4fd0-8f00-873e93f9a21e.htm
New Delhi,2013 Hyundai Santro Xing GL,"₹1.95 Lakh
Compare","20,140 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-santro-xing-gl-cars-New-Delhi_d68e49a3-9504-4fca-b12d-4a6b1c034b59.htm
New Delhi,2016 Hyundai Creta 1.6 VTVT S,"₹5.99 Lakh
Compare","52,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-vtvt-s-cars-New-Delhi_03b10d94-7758-4efe-b85f-1ba9bb88456a.htm
New Delhi,2018 Ford Endeavour 3.2 Titanium AT 4X4,"₹21.25 Lakh
Compare","78,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Ford-endeavour-32-titanium-at-4x4-cars-New-Delhi_e121de6b-6c07-450a-be86-7def45fd5eeb.htm?adId=4105&adType=41
New Delhi,2019 Jeep Compass 1.4 Limited Plus BSIV,"₹11 Lakh
Compare","90,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-plus-bsiv-cars-New-Delhi_45747f19-78cf-4b39-9898-17eba23b2a38.htm
New Delhi,2015 BMW X5 xDrive 30d,"₹27.90 Lakh
Compare","98,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-cars-New-Delhi_b40ad6f5-0caf-47b1-adac-8e81e85e46a8.htm
New Delhi,2014 Mercedes-Benz S-Class S 500 L,"₹42.90 Lakh
Compare","78,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s-500-l-cars-New-Delhi_29ef6bb0-91d1-47d8-8510-b47777150306.htm
New Delhi,2016 Jaguar XF 3.0 Litre S Premium Luxury,"₹13.75 Lakh
Compare","60,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jaguar-xf-30-litre-s-premium-luxury-cars-New-Delhi_2b64c019-02d7-49cc-bb40-2a24ddcb4529.htm?adId=4095&adType=41
New Delhi,2014 Mercedes-Benz S-Class S 500 L,"₹42.90 Lakh
Compare","80,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s-500-l-cars-New-Delhi_2539240f-568a-4e22-aa0c-af66e1725c03.htm
New Delhi,2021 Jeep Compass 2.0 Limited 4X4 Opt Diesel AT BSVI,"₹20 Lakh
Compare","19,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-limited-4x4-opt-diesel-at-bsvi-cars-New-Delhi_4366021b-b003-4a1d-b12f-d2d3353cdd05.htm
New Delhi,2022 Maruti Ertiga ZXI CNG,"₹10.65 Lakh
Compare","60,000 kms",CNG,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-zxi-cng-cars-New-Delhi_41864a1a-42e5-49db-a2c2-b4de212cece9.htm
New Delhi,2021 Mahindra Thar LX 4WD Hard Top AT BSVI,"₹12.50 Lakh
Compare","34,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-at-bsvi-cars-New-Delhi_50884873-2879-40ab-ac66-315cc1ccc816.htm?adId=4108&adType=41
New Delhi,2018 Hyundai Verna VTVT 1.6 AT SX Plus,"₹7.75 Lakh
Compare","52,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-verna-vtvt-16-at-sx-plus-cars-New-Delhi_5357b383-74ba-4012-8212-e50970e73d44.htm
New Delhi,2018 BMW X3 xDrive 20d xLine,"₹25.90 Lakh
Compare","73,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-x3-xdrive-20d-xline-cars-New-Delhi_68c7e0af-accd-45be-969a-92d96f7797ae.htm
New Delhi,2019 MG Hector Sharp DCT,"₹10.50 Lakh
Compare","94,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-dct-cars-New-Delhi_15051f88-40e0-4393-ad3b-810109e44aed.htm
New Delhi,2023 Toyota Vellfire VIP Executive Lounge,"₹1.02 Crore
Compare","19,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Toyota-vellfire-vip-executive-lounge-cars-New-Delhi_705541af-23da-4471-b429-96aa404f541d.htm?adId=4098&adType=41
New Delhi,2023 Maruti Swift Dzire ZXI,"₹8.75 Lakh
Compare","40,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-zxi-cars-New-Delhi_166b5ba1-3ca3-4f11-944e-4cc85ed3f33b.htm
New Delhi,2016 Mercedes-Benz C-Class C 200 CGI Avantgarde,"₹25.90 Lakh
Compare","65,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-c-200-cgi-avantgarde-cars-New-Delhi_0571080d-2f59-4ead-a8ac-9c110d3211d9.htm
New Delhi,2018 Mercedes-Benz GLS 350d 4MATIC,"₹48.90 Lakh
Compare","1,14,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gls-350d-4matic-cars-New-Delhi_7d59374f-fe34-43dd-9303-90f82e5699b0.htm
New Delhi,2023 BMW 7 Series 740Li M Sport Edition,"₹1.62 Crore
Compare","9,910 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-7-series-740li-m-sport-edition-cars-New-Delhi_70dcca50-4454-40dc-9067-7f367baba4bd.htm?adId=4014&adType=41
New Delhi,2018 Jeep Compass 2.0 Sport,"₹11.80 Lakh
Compare","42,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-sport-cars-New-Delhi_4d3302f0-63a7-4e8c-ab24-63e9582c58b8.htm
New Delhi,2020 Kia Seltos GTX Plus,"₹11.75 Lakh
Compare","27,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-gtx-plus-cars-New-Delhi_65e5afff-7f18-46e1-b26e-1fea22578e55.htm
New Delhi,2023 Tata Safari Accomplished Plus Dark,"₹21.99 Lakh
Compare","8,800 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Tata-safari-accomplished-plus-dark-cars-New-Delhi_702dd9ee-379d-4855-9d6e-b7b6d4f1ef8c.htm
New Delhi,2017 Renault KWID RXT,"₹2.65 Lakh
Compare","39,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Renault-kwid-rxt-cars-New-Delhi_91053e62-1487-4985-b3eb-caa21da21ea0.htm?adId=4127&adType=41
New Delhi,2019 Jeep Compass 1.4 Longitude Option BSIV,"₹11.50 Lakh
Compare","65,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-longitude-option-bsiv-cars-New-Delhi_2834c7a4-0950-4919-b37a-9a4cc6b1bc6c.htm
New Delhi,2019 Maruti Ertiga ZXI,"₹7.50 Lakh
Compare","62,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-zxi-cars-New-Delhi_9ce1aa34-3605-45cd-b3f6-141b2bffcc43.htm
New Delhi,2017 Mercedes-Benz CLA 200 CDI Sport,"₹18.50 Lakh
Compare","45,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-cla-200-cdi-sport-cars-New-Delhi_e59884d7-6cf2-44fb-ad80-b33bb845341a.htm
New Delhi,2020 BMW X7 xDrive 40i M Sport,"₹78.75 Lakh
Compare","62,132 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-x7-xdrive-40i-m-sport-cars-New-Delhi_92efef74-fc2a-4eab-b519-af297ff4cac9.htm?adId=4010&adType=41
New Delhi,2015 Audi A6 35 TDI Technology,"₹14.75 Lakh
Compare","51,100 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a6-35-tdi-technology-cars-New-Delhi_f5bd2d5a-e371-4396-8e4d-648faa581b8a.htm
New Delhi,2017 Mercedes-Benz S-Class S 350 d,"₹42.90 Lakh
Compare","55,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s-350-d-cars-New-Delhi_049502e1-df07-4219-a098-31c5b0041500.htm
