City,Car Name,Price,Year,Mileage,Fuel Type,Transmission,Car URL
Ahmedabad,2018 Hyundai i20 Sportz 1.2,"₹5.36 Lakh
Compare","95,241 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-sportz-12-cars-Ahmedabad_161d6487-66cf-42e7-9dfa-92aa1fc9f1fa.htm
Ahmedabad,2019 Renault KWID 1.0 RXT Opt,"₹3.17 Lakh
Compare","50,426 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-10-rxt-opt-cars-Ahmedabad_73e7f4ff-8af9-406f-a59d-59eb19d89b22.htm
Ahmedabad,2018 Maruti Alto 800 VXI,"₹3.22 Lakh
Compare","36,150 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-800-vxi-cars-Ahmedabad_94d6af0b-0c6e-43ed-b89e-006388c36450.htm
Ahmedabad,Used Honda City,Price not available,N/A,N/A,N/A,N/A,https://www.cardekho.com/used-honda-city+cars+in+ahmedabad
Ahmedabad,2019 Hyundai Creta 1.6 VTVT AT SX Plus,"₹10 Lakh
Compare","70,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-vtvt-at-sx-plus-cars-Ahmedabad_54783bba-3f91-4791-abe6-a476f4d18ce7.htm?adId=2947&adType=41
Ahmedabad,2019 Hyundai i20 Asta 1.2,"₹6.76 Lakh
Compare","38,284 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-12-cars-Ahmedabad_f92426fa-aa16-4a7d-9f8b-02be403eb853.htm
Ahmedabad,2019 Datsun GO T,"₹3.17 Lakh
Compare","66,001 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Datsun-go-t-cars-Ahmedabad_c8b3365a-cf27-4cf4-884e-a07843347132.htm
Ahmedabad,2021 Maruti S-Presso VXI,"₹3.92 Lakh
Compare","9,842 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-s-presso-vxi-cars-Ahmedabad_dfeda427-b7c4-449a-9bd3-e7622d11a426.htm
Ahmedabad,2017 Hyundai Grand i10 1.2 CRDi Magna,"₹3.90 Lakh
Compare","50,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-crdi-magna-cars-Ahmedabad_ce26c5b6-65c5-4adc-89a1-6a3067fe0288.htm?adId=3713&adType=41
Ahmedabad,2018 Hyundai i20 Asta 1.2,"₹6.31 Lakh
Compare","35,073 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-12-cars-Ahmedabad_a17b8503-f6af-4ac8-abc4-c763659fe2ca.htm
Ahmedabad,2021 Renault KWID Climber 1.0 MT Opt,"₹4.31 Lakh
Compare","40,626 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-climber-10-mt-opt-cars-Ahmedabad_0159b323-bc1b-4fe6-8988-b287e3095d26.htm
Ahmedabad,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.66 Lakh
Compare","57,618 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Ahmedabad_5d6f2516-e51b-4817-8131-65a19de2010f.htm
Ahmedabad,2021 BMW 5 Series 520d Luxury Line,"₹49 Lakh
Compare","35,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-Ahmedabad_fa8b8b3b-ea27-4dbc-84e6-31ae4e8ea0ff.htm?adId=2643&adType=41
Ahmedabad,2021 Maruti Baleno Delta Diesel,"₹5.67 Lakh
Compare","38,199 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-delta-diesel-cars-Ahmedabad_00597847-2819-45ba-8042-7fdfa3ca8390.htm
Ahmedabad,2019 Honda Jazz VX,"₹5.05 Lakh
Compare","51,925 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-vx-cars-Ahmedabad_d8227d35-297a-47cf-94ee-62fcbce64757.htm
Ahmedabad,2018 Honda Jazz V,"₹4.80 Lakh
Compare","66,619 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-v-cars-Ahmedabad_f257b35e-0e74-4500-89a2-81156119ca16.htm
Ahmedabad,2020 Kia Sonet HTK Plus BSVI,"₹7.99 Lakh
Compare","34,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-sonet-htk-plus-bsvi-cars-Ahmedabad_178c44be-fade-4a02-b007-30d4a5e99bec.htm?adId=2617&adType=41
Ahmedabad,2015 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.13 Lakh
Compare","40,143 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Ahmedabad_ec1d1223-3c2a-4c74-bbe5-17949bb72fd2.htm
Ahmedabad,2020 Hyundai i20 Asta 1.2,"₹7.07 Lakh
Compare","41,165 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-12-cars-Ahmedabad_b473e5b6-5656-4bf6-ad88-52858f00836a.htm
Ahmedabad,2019 Maruti Alto 800 VXI,"₹3.31 Lakh
Compare","38,749 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-800-vxi-cars-Ahmedabad_76f6cf06-90c1-43ba-8222-240f714d94bb.htm
Ahmedabad,2023 Audi A6 45 TFSI Technology BSVI,"₹49 Lakh
Compare","31,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a6-45-tfsi-technology-bsvi-cars-Ahmedabad_a09cd33f-4e18-493c-8d96-4e4bd4b84184.htm?adId=2644&adType=41
Ahmedabad,2021 Honda Jazz ZX,"₹8 Lakh
Compare","32,417 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-zx-cars-Ahmedabad_ca475ffb-b61d-4cf3-aa51-1e8eb46156c3.htm
Ahmedabad,2017 Hyundai i20 Active 1.2 SX,"₹5 Lakh
Compare","36,336 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-active-12-sx-cars-Ahmedabad_9d812ced-bf3b-4c9a-a43e-f74ba75c98e4.htm
Ahmedabad,2022 Maruti XL6 Alpha,"₹9.20 Lakh
Compare","78,878 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-xl6-alpha-cars-Ahmedabad_a4551dac-8668-45cf-addc-b62bafaf2d6b.htm
Ahmedabad,2018 Hyundai Creta 1.6 SX,"₹9.50 Lakh
Compare","67,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-sx-cars-Ahmedabad_4f246837-5c3d-401c-8469-b7872e8f5eaf.htm?adId=2641&adType=41
Ahmedabad,2018 Hyundai Santro Magna Corp Edition,"₹3.55 Lakh
Compare","76,884 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-santro-magna-corp-edition-cars-Ahmedabad_65906bbb-1e7f-40d7-be44-418d1b851276.htm
Ahmedabad,2022 Tata Altroz XZ Plus Dark Edition,"₹7.55 Lakh
Compare","29,579 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Tata-altroz-xz-plus-dark-edition-cars-Ahmedabad_7a382ab5-d1ad-4b62-b77c-37609343336d.htm
Ahmedabad,2021 Honda Jazz V,"₹6.75 Lakh
Compare","32,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Honda-jazz-v-cars-Ahmedabad_def56828-7f8a-4135-8252-583ae70769f8.htm
Ahmedabad,2021 Honda Jazz ZX,"₹7.41 Lakh
Compare","16,537 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-zx-cars-Ahmedabad_af65ce03-dc25-4faf-8131-ad2eb3062a59.htm
Ahmedabad,2023 Tata Altroz XZ Plus,"₹9.31 Lakh
Compare","6,761 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Tata-altroz-xz-plus-cars-Ahmedabad_ea29428d-7233-4d37-a940-a99d06af6f4b.htm
Ahmedabad,2020 Hyundai Santro Era Executive,"₹3.79 Lakh
Compare","51,503 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-santro-era-executive-cars-Ahmedabad_c4dd989b-ed94-47a1-8e9d-b9fa016b2c78.htm
Ahmedabad,2020 Volkswagen Vento 1.0 TSI Highline,"₹6.96 Lakh
Compare","47,383 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-vento-10-tsi-highline-cars-Ahmedabad_2326d623-1262-4a48-84af-255e5c3a1598.htm
Ahmedabad,2016 Mahindra KUV 100 NXT G80 K2 Plus 6 Str,"₹3.55 Lakh
Compare","24,617 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Mahindra-kuv-100-nxt-g80-k2-plus-6-str-cars-Ahmedabad_702a44d8-33e8-4bff-a994-8775f7b423a0.htm
Ahmedabad,2021 Skoda Kushaq 1.0 TSI Style,"₹13.56 Lakh
Compare","36,543 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Skoda-kushaq-10-tsi-style-cars-Ahmedabad_e0bad6f7-d64d-4b50-8e4e-0a211676a20b.htm
Ahmedabad,2018 Renault KWID CAPTAIN AMERICA 1.0 MT,"₹3.22 Lakh
Compare","61,231 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-captain-america-10-mt-cars-Ahmedabad_60035d96-e106-43d9-bdfb-37fbed55cb3f.htm
Ahmedabad,2017 Maruti Wagon R VXI 1.2,"₹3.59 Lakh
Compare","45,980 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Ahmedabad_4d537f9e-e752-4a2d-8edd-ea00c589e595.htm
Ahmedabad,2018 Maruti Baleno RS Petrol,"₹5.50 Lakh
Compare","27,374 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-rs-petrol-cars-Ahmedabad_fc757a6c-b7cd-498a-b1cf-a026359fd913.htm
Ahmedabad,2018 Hyundai i20 Asta 1.2,"₹6.36 Lakh
Compare","53,552 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-12-cars-Ahmedabad_3caae58b-a63a-45cc-9b00-524eed039ae1.htm
Ahmedabad,2015 Hyundai i20 Asta 1.2,"₹5.33 Lakh
Compare","36,996 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-12-cars-Ahmedabad_c4ac9f5b-cb0b-4e46-936f-e43b4a4906ba.htm
Ahmedabad,2015 Honda City SV MT,"₹4.93 Lakh
Compare","59,665 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-city-sv-mt-cars-Ahmedabad_8a8ae298-d060-41ec-9a0e-eda97180a979.htm
Ahmedabad,2020 Hyundai Aura S,"₹5.44 Lakh
Compare","47,890 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-aura-s-cars-Ahmedabad_53c9a3c1-8704-49ea-a814-aac864a2c7d6.htm
Ahmedabad,2014 Honda Amaze 2nd Gen S,"₹3.92 Lakh
Compare","1,06,182 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-2nd-gen-s-cars-Ahmedabad_23ca53b3-7259-426c-9b12-439463be9c54.htm
Ahmedabad,2018 Maruti Dzire VXI,"₹5.84 Lakh
Compare","35,541 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-dzire-vxi-cars-Ahmedabad_2739586d-5694-479e-865c-5ced19f9ce24.htm
Ahmedabad,2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,"₹4.40 Lakh
Compare","61,300 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-magna-bsiv-cars-Ahmedabad_db0515db-d203-4dd3-a66d-2c6108304bbb.htm
Ahmedabad,2012 Hyundai Verna 1.6 CRDi SX Opt,"₹4.21 Lakh
Compare","83,360 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-verna-16-crdi-sx-opt-cars-Ahmedabad_335da9d4-abbb-4023-8418-d9b2d02300d4.htm
Ahmedabad,2018 Maruti Wagon R VXI 1.2,"₹3.95 Lakh
Compare","36,215 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Ahmedabad_7738cc05-a149-40de-82fa-d6b6d4cffb65.htm
Ahmedabad,2015 Hyundai i10 Magna 1.1L,"₹3.04 Lakh
Compare","74,716 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i10-magna-11l-cars-Ahmedabad_ea7740dc-2dd3-4fa6-af17-4ffed6caf74b.htm
Ahmedabad,2017 Maruti Celerio VXI,"₹3.80 Lakh
Compare","61,870 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-vxi-cars-Ahmedabad_4e4f1740-4fef-4d8b-9814-54ba730b4072.htm
Ahmedabad,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.78 Lakh
Compare","79,694 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Ahmedabad_431645e0-6242-4091-a368-11936a59a447.htm
Ahmedabad,2019 Maruti Dzire ZXI Plus,"₹6.22 Lakh
Compare","79,830 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-dzire-zxi-plus-cars-Ahmedabad_91adc186-b88a-493b-a689-24e6dd681eb5.htm
Ahmedabad,2015 Maruti Ciaz ZXi,"₹5.64 Lakh
Compare","43,263 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-zxi-cars-Ahmedabad_4408dcf4-c0f0-4b46-b88d-81999ce899ca.htm
Ahmedabad,2014 Hyundai i20 Sportz 1.4 CRDi,"₹4.14 Lakh
Compare","1,23,659 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-sportz-14-crdi-cars-Ahmedabad_5e292605-0390-4e6e-a887-4d709d595519.htm
Ahmedabad,2017 Volkswagen Polo 1.5 TDI Highline,"₹4.62 Lakh
Compare","1,02,192 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-polo-15-tdi-highline-cars-Ahmedabad_85ca8db6-977d-4708-9e25-7732b5549778.htm
Ahmedabad,2016 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹3.92 Lakh
Compare","80,079 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Ahmedabad_9203d7af-1ac7-455b-9232-60c93d8bbf48.htm
Ahmedabad,2017 Maruti Dzire ZXI Plus,"₹4.42 Lakh
Compare","68,659 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-dzire-zxi-plus-cars-Ahmedabad_a32c33dd-fc68-4723-a09d-ed8539698336.htm
Ahmedabad,2017 Maruti Wagon R VXI 1.2,"₹3.81 Lakh
Compare","43,945 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Ahmedabad_e83fb319-3d57-42c4-80e9-7f93c17fa0a1.htm
Ahmedabad,2022 Skoda Octavia 1.8 TSI AT L K,"₹21.98 Lakh
Compare","35,856 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Skoda-octavia-18-tsi-at-l-k-cars-Ahmedabad_7e7dad99-f1e0-4979-bd97-865d31fec6a3.htm
Ahmedabad,2014 Volkswagen Polo 1.0 TSI Comfortline,"₹3.21 Lakh
Compare","1,17,164 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-polo-10-tsi-comfortline-cars-Ahmedabad_eb939bfe-44ea-4807-ae5f-7af718ae574a.htm
Ahmedabad,2017 Maruti Wagon R VXI 1.2,"₹4.05 Lakh
Compare","16,581 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Ahmedabad_626eb458-4a3a-4ab8-87cb-21d669c2f1c2.htm
Ahmedabad,2018 Maruti Celerio ZXI,"₹3.25 Lakh
Compare","64,205 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-zxi-cars-Ahmedabad_340ad304-4dac-40f8-9f61-cf848a0cbbb3.htm
Ahmedabad,2015 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.05 Lakh
Compare","67,361 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Ahmedabad_67999eb2-81f4-45de-93aa-779b8cec818e.htm
Ahmedabad,2016 Maruti Wagon R VXI 1.2,"₹3.65 Lakh
Compare","42,178 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Ahmedabad_be7d34a3-72f6-46f9-a695-d53a1ebf9af4.htm
Ahmedabad,2018 Hyundai Santro Sportz,"₹4.28 Lakh
Compare","15,413 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-santro-sportz-cars-Ahmedabad_c81c3ac2-d519-400e-b1a4-9822ba0406c1.htm
Ahmedabad,2019 Honda Amaze VX i-VTEC,"₹5.67 Lakh
Compare","1,17,298 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-vx-i-vtec-cars-Ahmedabad_79d49f7a-adf4-4522-b038-92d82818c2ca.htm
Ahmedabad,2021 Honda City ZX MT,"₹11.37 Lakh
Compare","47,327 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-city-zx-mt-cars-Ahmedabad_761c6a65-a21d-4d88-8f78-3a8dad2cd85a.htm
Ahmedabad,2017 Maruti Wagon R VXI 1.2,"₹3.41 Lakh
Compare","70,017 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Ahmedabad_9e3611cd-04d3-46b0-9cca-eba5353d3657.htm
Ahmedabad,2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,"₹4.37 Lakh
Compare","67,536 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-magna-bsiv-cars-Ahmedabad_9e34752d-76d7-45d2-9e6d-6b764e3c47f7.htm
Ahmedabad,2021 Maruti Baleno 1.2 Zeta,"₹6.50 Lakh
Compare","77,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-baleno-12-zeta-cars-Ahmedabad_b33277ad-04ff-4dc5-8701-276bfbd1ff67.htm
Ahmedabad,2018 Ford Freestyle Titanium,"₹4.81 Lakh
Compare","21,768 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Ford-freestyle-titanium-cars-Ahmedabad_58fbbe09-9f2f-4442-93d8-e357265cab97.htm
Ahmedabad,2016 Maruti Ciaz ZXi,"₹4.78 Lakh
Compare","94,908 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-zxi-cars-Ahmedabad_039c8e24-0417-46f6-a260-9487bfe8a26a.htm
Ahmedabad,2018 Maruti Wagon R VXI 1.2,"₹4.14 Lakh
Compare","74,245 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Ahmedabad_572840d3-3f36-4c9d-bf3f-dac7f95cf305.htm
Ahmedabad,2017 Nissan Sunny Diesel XE,"₹3.13 Lakh
Compare","1,03,976 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Nissan-sunny-diesel-xe-cars-Ahmedabad_94a72530-4236-481e-8498-161a9ea7e836.htm
Ahmedabad,2018 Volkswagen Polo 1.0 MPI Highline Plus,"₹5.11 Lakh
Compare","70,892 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-polo-10-mpi-highline-plus-cars-Ahmedabad_5621215c-f26e-4781-aaad-ff87b6c8f6ab.htm
Ahmedabad,2017 Volkswagen Vento Petrol Highline AT,"₹6.37 Lakh
Compare","49,730 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-vento-petrol-highline-at-cars-Ahmedabad_60c727c6-38be-42ac-85ba-7898f66db197.htm
Ahmedabad,2016 Hyundai Verna 1.6 SX CRDI (O) AT,"₹5.13 Lakh
Compare","1,00,915 kms",Diesel,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-verna-16-sx-crdi-o-at-cars-Ahmedabad_84b0ec1b-17de-40f3-b5a8-472ab3cd9094.htm
Ahmedabad,2020 Maruti Swift Dzire VXI 1.2,"₹5.49 Lakh
Compare","61,434 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-dzire-vxi-12-cars-Ahmedabad_87fd27ed-b764-4107-a469-c2732e505907.htm
Ahmedabad,2018 Hyundai Santro Sportz,"₹3.80 Lakh
Compare","98,423 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-santro-sportz-cars-Ahmedabad_bc7e59ec-e81f-4e4a-a884-a32474d6087d.htm
Ahmedabad,2017 Nissan Sunny Diesel XE,"₹4.08 Lakh
Compare","90,630 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Nissan-sunny-diesel-xe-cars-Ahmedabad_8dad60af-1bff-43be-9894-ab7b96a596ae.htm
Ahmedabad,2017 Honda Amaze 2nd Gen S,"₹3.99 Lakh
Compare","1,07,619 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-2nd-gen-s-cars-Ahmedabad_67d56d2f-0a52-4ac2-9bfd-0ce945273d5b.htm
Ahmedabad,2022 Tata Tiago 1.2 Revotron XZ Plus,"₹6.43 Lakh
Compare","47,470 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Tata-tiago-12-revotron-xz-plus-cars-Ahmedabad_5c06ff83-c470-42ba-90b6-7208f357a19a.htm
Ahmedabad,2021 Skoda Rapid 1.0 TSI Ambition AT,"₹6.70 Lakh
Compare","54,013 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Skoda-rapid-10-tsi-ambition-at-cars-Ahmedabad_91ba2f6f-72df-42e9-a461-bcbee4aef865.htm
Ahmedabad,2017 Maruti Wagon R VXI Optional,"₹3.75 Lakh
Compare","68,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-vxi-optional-cars-Ahmedabad_0e893455-e565-44ec-a456-f1400ab96881.htm
Ahmedabad,2019 Maruti Swift AMT ZXI Plus,"₹5.50 Lakh
Compare","76,399 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-amt-zxi-plus-cars-Ahmedabad_e4e736a0-9b87-43a0-a763-82c0e426d4ad.htm
Ahmedabad,2019 Maruti Swift AMT ZXI Plus,"₹6.27 Lakh
Compare","64,220 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-amt-zxi-plus-cars-Ahmedabad_a67b65e0-d03c-4083-b5b4-e57a99aaa7c1.htm
Ahmedabad,2021 Renault Duster Petrol RxL,"₹7.99 Lakh
Compare","32,610 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Renault-duster-petrol-rxl-cars-Ahmedabad_3c88cc45-9425-4b4c-8256-182d50ae9189.htm
Ahmedabad,2019 Hyundai i20 Asta Option Diesel,"₹6.89 Lakh
Compare","66,797 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-option-diesel-cars-Ahmedabad_327cfd7d-de38-4e8d-8929-6df683b53250.htm
Ahmedabad,2018 Volkswagen Ameo 1.0 MPI Highline Plus,"₹4.97 Lakh
Compare","88,032 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-ameo-10-mpi-highline-plus-cars-Ahmedabad_83868556-ee03-43d3-8906-f0f21ca3ac44.htm
Ahmedabad,2018 Volkswagen Ameo 1.0 MPI Highline Plus,"₹4.71 Lakh
Compare","1,05,419 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-ameo-10-mpi-highline-plus-cars-Ahmedabad_8735262c-4cb6-4b08-bc13-ecbe9d7ad568.htm
Ahmedabad,2013 Hyundai i10 Era 1.1 iTech SE,"₹3.25 Lakh
Compare","71,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-i10-era-11-itech-se-cars-Ahmedabad_dce70e88-226f-4939-93c4-6a113123b3ef.htm
Ahmedabad,2019 Maruti Ciaz Delta Diesel,"₹6.40 Lakh
Compare","75,107 kms",Diesel,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-delta-diesel-cars-Ahmedabad_bfff0a1a-d83f-4b82-9160-f27f5cbf10cf.htm
Ahmedabad,2018 Maruti Ciaz Delta Diesel,"₹5.61 Lakh
Compare","70,503 kms",Diesel,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-delta-diesel-cars-Ahmedabad_ca376987-aa92-48da-9ed6-fcecf9493459.htm
Ahmedabad,2013 Volkswagen Vento Petrol Highline,"₹4.32 Lakh
Compare","76,096 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-vento-petrol-highline-cars-Ahmedabad_a38386f7-d1f5-4db1-b7a8-81039a4826a9.htm
Ahmedabad,2016 Hyundai i20 Asta 1.2,"₹5.35 Lakh
Compare","47,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-i20-asta-12-cars-Ahmedabad_47393f09-45fc-4281-b680-11dc673bc145.htm
Ahmedabad,2016 Maruti Ciaz ZDi Plus SHVS,"₹5.91 Lakh
Compare","56,102 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-zdi-plus-shvs-cars-Ahmedabad_95bbf022-6110-46d7-aa10-a325324ccf66.htm
Ahmedabad,2017 Volkswagen Ameo 1.5 TDI Highline Plus AT,"₹5.22 Lakh
Compare","1,05,282 kms",Diesel,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-ameo-15-tdi-highline-plus-at-cars-Ahmedabad_797060d7-76f3-4d52-afdf-85f14055de12.htm
Ahmedabad,2017 Hyundai Xcent 1.1 CRDi S,"₹5.25 Lakh
Compare","60,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-xcent-11-crdi-s-cars-Ahmedabad_2fd92496-265b-40cb-9e0a-d3444813fd80.htm
